ставка_№,банк_до,пик_до,ставка_абс,ставка_%живого,исход,банк_после,DD_от_пика_%
5464,674.8818,2291.6558,6.7488,1.0000,LOSS,668.1330,-70.55
5465,668.1330,2291.6558,6.6813,1.0000,WIN,674.8143,-70.84
5466,674.8143,2291.6558,6.7481,1.0000,WIN,681.5625,-70.55
5467,681.5625,2291.6558,6.8156,1.0000,WIN,688.3781,-70.26
5468,688.3781,2291.6558,6.8838,1.0000,WIN,695.2619,-69.96
5469,695.2619,2291.6558,6.9526,1.0000,LOSS,688.3093,-69.66
5470,688.3093,2291.6558,6.8831,1.0000,LOSS,681.4262,-69.96
5471,681.4262,2291.6558,6.8143,1.0000,WIN,688.2404,-70.26
5472,688.2404,2291.6558,6.8824,1.0000,LOSS,681.3580,-69.97
5473,681.3580,2291.6558,6.8136,1.0000,WIN,688.1716,-70.27
5474,688.1716,2291.6558,6.8817,1.0000,LOSS,681.2899,-69.97
5475,681.2899,2291.6558,6.8129,1.0000,WIN,688.1028,-70.27
5476,688.1028,2291.6558,6.8810,1.0000,WIN,694.9838,-69.97
5477,694.9838,2291.6558,6.9498,1.0000,LOSS,688.0340,-69.67
5478,688.0340,2291.6558,6.8803,1.0000,LOSS,681.1537,-69.98
5479,681.1537,2291.6558,6.8115,1.0000,WIN,687.9652,-70.28
5480,687.9652,2291.6558,6.8797,1.0000,LOSS,681.0855,-69.98
5481,681.0855,2291.6558,6.8109,1.0000,WIN,687.8964,-70.28
5482,687.8964,2291.6558,6.8790,1.0000,WIN,694.7754,-69.98
5483,694.7754,2291.6558,6.9478,1.0000,WIN,701.7231,-69.68
5484,701.7231,2291.6558,7.0172,1.0000,LOSS,694.7059,-69.38
5485,694.7059,2291.6558,6.9471,1.0000,WIN,701.6529,-69.69
5486,701.6529,2291.6558,7.0165,1.0000,WIN,708.6695,-69.38
5487,708.6695,2291.6558,7.0867,1.0000,LOSS,701.5828,-69.08
5488,701.5828,2291.6558,7.0158,1.0000,WIN,708.5986,-69.39
5489,708.5986,2291.6558,7.0860,1.0000,LOSS,701.5126,-69.08
5490,701.5126,2291.6558,7.0151,1.0000,LOSS,694.4975,-69.39
5491,694.4975,2291.6558,6.9450,1.0000,LOSS,687.5525,-69.69
5492,687.5525,2291.6558,6.8755,1.0000,WIN,694.4280,-70.00
5493,694.4280,2291.6558,6.9443,1.0000,LOSS,687.4838,-69.70
5494,687.4838,2291.6558,6.8748,1.0000,LOSS,680.6089,-70.00
5495,680.6089,2291.6558,6.8061,1.0000,LOSS,673.8028,-70.30
5496,673.8028,2291.6558,6.7380,1.0000,WIN,680.5409,-70.60
5497,680.5409,2291.6558,6.8054,1.0000,LOSS,673.7355,-70.30
5498,673.7355,2291.6558,6.7374,1.0000,WIN,680.4728,-70.60
5499,680.4728,2291.6558,6.8047,1.0000,LOSS,673.6681,-70.31
5500,673.6681,2291.6558,6.7367,1.0000,WIN,680.4048,-70.60
5501,680.4048,2291.6558,6.8040,1.0000,WIN,687.2088,-70.31
5502,687.2088,2291.6558,6.8721,1.0000,WIN,694.0809,-70.01
5503,694.0809,2291.6558,6.9408,1.0000,LOSS,687.1401,-69.71
5504,687.1401,2291.6558,6.8714,1.0000,LOSS,680.2687,-70.02
5505,680.2687,2291.6558,6.8027,1.0000,WIN,687.0714,-70.32
5506,687.0714,2291.6558,6.8707,1.0000,LOSS,680.2007,-70.02
5507,680.2007,2291.6558,6.8020,1.0000,WIN,687.0027,-70.32
5508,687.0027,2291.6558,6.8700,1.0000,LOSS,680.1326,-70.02
5509,680.1326,2291.6558,6.8013,1.0000,LOSS,673.3313,-70.32
