ставка_№,банк_до,пик_до,ставка_абс,ставка_%живого,исход,банк_после,DD_от_пика_%
2773,1770.6855,2238.4316,17.7069,1.0000,LOSS,1752.9786,-20.90
2774,1752.9786,2238.4316,17.5298,1.0000,WIN,1770.5084,-21.69
2775,1770.5084,2238.4316,17.7051,1.0000,LOSS,1752.8033,-20.90
2776,1752.8033,2238.4316,17.5280,1.0000,LOSS,1735.2753,-21.70
2777,1735.2753,2238.4316,17.3528,1.0000,WIN,1752.6280,-22.48
2778,1752.6280,2238.4316,17.5263,1.0000,LOSS,1735.1017,-21.70
2779,1735.1017,2238.4316,17.3510,1.0000,LOSS,1717.7507,-22.49
2780,1717.7507,2238.4316,17.1775,1.0000,LOSS,1700.5732,-23.26
2781,1700.5732,2238.4316,17.0057,1.0000,LOSS,1683.5675,-24.03
2782,1683.5675,2238.4316,16.8357,1.0000,LOSS,1666.7318,-24.79
2783,1666.7318,2238.4316,16.6673,1.0000,LOSS,1650.0645,-25.54
2784,1650.0645,2238.4316,16.5006,1.0000,LOSS,1633.5638,-26.28
2785,1633.5638,2238.4316,16.3356,1.0000,WIN,1649.8995,-27.02
2786,1649.8995,2238.4316,16.4990,1.0000,LOSS,1633.4005,-26.29
2787,1633.4005,2238.4316,16.3340,1.0000,LOSS,1617.0665,-27.03
2788,1617.0665,2238.4316,16.1707,1.0000,WIN,1633.2372,-27.76
2789,1633.2372,2238.4316,16.3324,1.0000,LOSS,1616.9048,-27.04
2790,1616.9048,2238.4316,16.1690,1.0000,WIN,1633.0738,-27.77
2791,1633.0738,2238.4316,16.3307,1.0000,LOSS,1616.7431,-27.04
2792,1616.7431,2238.4316,16.1674,1.0000,LOSS,1600.5757,-27.77
2793,1600.5757,2238.4316,16.0058,1.0000,LOSS,1584.5699,-28.50
2794,1584.5699,2238.4316,15.8457,1.0000,WIN,1600.4156,-29.21
2795,1600.4156,2238.4316,16.0042,1.0000,LOSS,1584.4114,-28.50
2796,1584.4114,2238.4316,15.8441,1.0000,WIN,1600.2556,-29.22
2797,1600.2556,2238.4316,16.0026,1.0000,LOSS,1584.2530,-28.51
2798,1584.2530,2238.4316,15.8425,1.0000,WIN,1600.0955,-29.22
2799,1600.0955,2238.4316,16.0010,1.0000,WIN,1616.0965,-28.52
2800,1616.0965,2238.4316,16.1610,1.0000,LOSS,1599.9355,-27.80
2801,1599.9355,2238.4316,15.9994,1.0000,LOSS,1583.9362,-28.52
2802,1583.9362,2238.4316,15.8394,1.0000,WIN,1599.7755,-29.24
2803,1599.7755,2238.4316,15.9978,1.0000,LOSS,1583.7778,-28.53
2804,1583.7778,2238.4316,15.8378,1.0000,WIN,1599.6156,-29.25
2805,1599.6156,2238.4316,15.9962,1.0000,WIN,1615.6117,-28.54
2806,1615.6117,2238.4316,16.1561,1.0000,LOSS,1599.4556,-27.82
2807,1599.4556,2238.4316,15.9946,1.0000,LOSS,1583.4610,-28.55
2808,1583.4610,2238.4316,15.8346,1.0000,WIN,1599.2956,-29.26
2809,1599.2956,2238.4316,15.9930,1.0000,LOSS,1583.3027,-28.55
2810,1583.3027,2238.4316,15.8330,1.0000,WIN,1599.1357,-29.27
2811,1599.1357,2238.4316,15.9914,1.0000,LOSS,1583.1444,-28.56
2812,1583.1444,2238.4316,15.8314,1.0000,LOSS,1567.3129,-29.27
2813,1567.3129,2238.4316,15.6731,1.0000,WIN,1582.9860,-29.98
2814,1582.9860,2238.4316,15.8299,1.0000,WIN,1598.8159,-29.28
2815,1598.8159,2238.4316,15.9882,1.0000,LOSS,1582.8277,-28.57
2816,1582.8277,2238.4316,15.8283,1.0000,WIN,1598.6560,-29.29
2817,1598.6560,2238.4316,15.9866,1.0000,LOSS,1582.6695,-28.58
2818,1582.6695,2238.4316,15.8267,1.0000,LOSS,1566.8428,-29.30
2819,1566.8428,2238.4316,15.6684,1.0000,WIN,1582.5112,-30.00
2820,1582.5112,2238.4316,15.8251,1.0000,LOSS,1566.6861,-29.30
2821,1566.6861,2238.4316,15.6669,1.0000,LOSS,1551.0192,-30.01
2822,1551.0192,2238.4316,15.5102,1.0000,LOSS,1535.5090,-30.71
2823,1535.5090,2238.4316,15.3551,1.0000,LOSS,1520.1539,-31.40
2824,1520.1539,2238.4316,15.2015,1.0000,LOSS,1504.9524,-32.09
2825,1504.9524,2238.4316,15.0495,1.0000,LOSS,1489.9029,-32.77
2826,1489.9029,2238.4316,14.8990,1.0000,WIN,1504.8019,-33.44
2827,1504.8019,2238.4316,15.0480,1.0000,LOSS,1489.7539,-32.77
2828,1489.7539,2238.4316,14.8975,1.0000,WIN,1504.6514,-33.45
2829,1504.6514,2238.4316,15.0465,1.0000,LOSS,1489.6049,-32.78
2830,1489.6049,2238.4316,14.8960,1.0000,LOSS,1474.7089,-33.45
2831,1474.7089,2238.4316,14.7471,1.0000,LOSS,1459.9618,-34.12
2832,1459.9618,2238.4316,14.5996,1.0000,WIN,1474.5614,-34.78
2833,1474.5614,2238.4316,14.7456,1.0000,WIN,1489.3070,-34.13
2834,1489.3070,2238.4316,14.8931,1.0000,WIN,1504.2001,-33.47
2835,1504.2001,2238.4316,15.0420,1.0000,WIN,1519.2421,-32.80
2836,1519.2421,2238.4316,15.1924,1.0000,WIN,1534.4345,-32.13
2837,1534.4345,2238.4316,15.3443,1.0000,WIN,1549.7788,-31.45
2838,1549.7788,2238.4316,15.4978,1.0000,WIN,1565.2766,-30.76
2839,1565.2766,2238.4316,15.6528,1.0000,WIN,1580.9294,-30.07
2840,1580.9294,2238.4316,15.8093,1.0000,LOSS,1565.1201,-29.37
2841,1565.1201,2238.4316,15.6512,1.0000,WIN,1580.7713,-30.08
2842,1580.7713,2238.4316,15.8077,1.0000,WIN,1596.5790,-29.38
2843,1596.5790,2238.4316,15.9658,1.0000,WIN,1612.5448,-28.67
2844,1612.5448,2238.4316,16.1254,1.0000,WIN,1628.6703,-27.96
2845,1628.6703,2238.4316,16.2867,1.0000,WIN,1644.9570,-27.24
2846,1644.9570,2238.4316,16.4496,1.0000,LOSS,1628.5074,-26.51
2847,1628.5074,2238.4316,16.2851,1.0000,LOSS,1612.2223,-27.25
2848,1612.2223,2238.4316,16.1222,1.0000,LOSS,1596.1001,-27.98
2849,1596.1001,2238.4316,15.9610,1.0000,WIN,1612.0611,-28.70
2850,1612.0611,2238.4316,16.1206,1.0000,WIN,1628.1817,-27.98
2851,1628.1817,2238.4316,16.2818,1.0000,WIN,1644.4635,-27.26
2852,1644.4635,2238.4316,16.4446,1.0000,WIN,1660.9082,-26.54
2853,1660.9082,2238.4316,16.6091,1.0000,LOSS,1644.2991,-25.80
2854,1644.2991,2238.4316,16.4430,1.0000,LOSS,1627.8561,-26.54
2855,1627.8561,2238.4316,16.2786,1.0000,LOSS,1611.5775,-27.28
2856,1611.5775,2238.4316,16.1158,1.0000,LOSS,1595.4617,-28.00
2857,1595.4617,2238.4316,15.9546,1.0000,LOSS,1579.5071,-28.72
2858,1579.5071,2238.4316,15.7951,1.0000,LOSS,1563.7121,-29.44
2859,1563.7121,2238.4316,15.6371,1.0000,WIN,1579.3492,-30.14
2860,1579.3492,2238.4316,15.7935,1.0000,LOSS,1563.5557,-29.44
2861,1563.5557,2238.4316,15.6356,1.0000,LOSS,1547.9201,-30.15
2862,1547.9201,2238.4316,15.4792,1.0000,LOSS,1532.4409,-30.85
2863,1532.4409,2238.4316,15.3244,1.0000,LOSS,1517.1165,-31.54
2864,1517.1165,2238.4316,15.1712,1.0000,LOSS,1501.9454,-32.22
2865,1501.9454,2238.4316,15.0195,1.0000,LOSS,1486.9259,-32.90
2866,1486.9259,2238.4316,14.8693,1.0000,LOSS,1472.0566,-33.57
2867,1472.0566,2238.4316,14.7206,1.0000,WIN,1486.7772,-34.24
2868,1486.7772,2238.4316,14.8678,1.0000,LOSS,1471.9094,-33.58
2869,1471.9094,2238.4316,14.7191,1.0000,LOSS,1457.1903,-34.24
2870,1457.1903,2238.4316,14.5719,1.0000,LOSS,1442.6184,-34.90
2871,1442.6184,2238.4316,14.4262,1.0000,WIN,1457.0446,-35.55
2872,1457.0446,2238.4316,14.5704,1.0000,WIN,1471.6151,-34.91
2873,1471.6151,2238.4316,14.7162,1.0000,LOSS,1456.8989,-34.26
2874,1456.8989,2238.4316,14.5690,1.0000,LOSS,1442.3299,-34.91
2875,1442.3299,2238.4316,14.4233,1.0000,LOSS,1427.9066,-35.57
2876,1427.9066,2238.4316,14.2791,1.0000,WIN,1442.1857,-36.21
2877,1442.1857,2238.4316,14.4219,1.0000,WIN,1456.6076,-35.57
2878,1456.6076,2238.4316,14.5661,1.0000,LOSS,1442.0415,-34.93
2879,1442.0415,2238.4316,14.4204,1.0000,LOSS,1427.6211,-35.58
2880,1427.6211,2238.4316,14.2762,1.0000,LOSS,1413.3449,-36.22
2881,1413.3449,2238.4316,14.1334,1.0000,LOSS,1399.2114,-36.86
2882,1399.2114,2238.4316,13.9921,1.0000,LOSS,1385.2193,-37.49
2883,1385.2193,2238.4316,13.8522,1.0000,WIN,1399.0715,-38.12
2884,1399.0715,2238.4316,13.9907,1.0000,LOSS,1385.0808,-37.50
2885,1385.0808,2238.4316,13.8508,1.0000,LOSS,1371.2300,-38.12
2886,1371.2300,2238.4316,13.7123,1.0000,WIN,1384.9423,-38.74
2887,1384.9423,2238.4316,13.8494,1.0000,LOSS,1371.0928,-38.13
2888,1371.0928,2238.4316,13.7109,1.0000,LOSS,1357.3819,-38.75
2889,1357.3819,2238.4316,13.5738,1.0000,WIN,1370.9557,-39.36
2890,1370.9557,2238.4316,13.7096,1.0000,WIN,1384.6653,-38.75
2891,1384.6653,2238.4316,13.8467,1.0000,LOSS,1370.8186,-38.14
2892,1370.8186,2238.4316,13.7082,1.0000,WIN,1384.5268,-38.76
2893,1384.5268,2238.4316,13.8453,1.0000,LOSS,1370.6816,-38.15
2894,1370.6816,2238.4316,13.7068,1.0000,LOSS,1356.9747,-38.77
2895,1356.9747,2238.4316,13.5697,1.0000,WIN,1370.5445,-39.38
2896,1370.5445,2238.4316,13.7054,1.0000,WIN,1384.2499,-38.77
2897,1384.2499,2238.4316,13.8425,1.0000,WIN,1398.0924,-38.16
2898,1398.0924,2238.4316,13.9809,1.0000,WIN,1412.0734,-37.54
2899,1412.0734,2238.4316,14.1207,1.0000,LOSS,1397.9526,-36.92
2900,1397.9526,2238.4316,13.9795,1.0000,WIN,1411.9321,-37.55
2901,1411.9321,2238.4316,14.1193,1.0000,WIN,1426.0515,-36.92
2902,1426.0515,2238.4316,14.2605,1.0000,WIN,1440.3120,-36.29
2903,1440.3120,2238.4316,14.4031,1.0000,WIN,1454.7151,-35.66
2904,1454.7151,2238.4316,14.5472,1.0000,LOSS,1440.1679,-35.01
2905,1440.1679,2238.4316,14.4017,1.0000,WIN,1454.5696,-35.66
2906,1454.5696,2238.4316,14.5457,1.0000,WIN,1469.1153,-35.02
2907,1469.1153,2238.4316,14.6912,1.0000,LOSS,1454.4242,-34.37
2908,1454.4242,2238.4316,14.5442,1.0000,WIN,1468.9684,-35.02
2909,1468.9684,2238.4316,14.6897,1.0000,WIN,1483.6581,-34.38
2910,1483.6581,2238.4316,14.8366,1.0000,WIN,1498.4947,-33.72
2911,1498.4947,2238.4316,14.9849,1.0000,WIN,1513.4796,-33.06
2912,1513.4796,2238.4316,15.1348,1.0000,LOSS,1498.3448,-32.39
2913,1498.3448,2238.4316,14.9834,1.0000,WIN,1513.3283,-33.06
2914,1513.3283,2238.4316,15.1333,1.0000,WIN,1528.4616,-32.39
2915,1528.4616,2238.4316,15.2846,1.0000,WIN,1543.7462,-31.72
2916,1543.7462,2238.4316,15.4375,1.0000,WIN,1559.1836,-31.03
2917,1559.1836,2238.4316,15.5918,1.0000,LOSS,1543.5918,-30.34
2918,1543.5918,2238.4316,15.4359,1.0000,WIN,1559.0277,-31.04
2919,1559.0277,2238.4316,15.5903,1.0000,LOSS,1543.4374,-30.35
2920,1543.4374,2238.4316,15.4344,1.0000,WIN,1558.8718,-31.05
2921,1558.8718,2238.4316,15.5887,1.0000,WIN,1574.4605,-30.36
2922,1574.4605,2238.4316,15.7446,1.0000,LOSS,1558.7159,-29.66
2923,1558.7159,2238.4316,15.5872,1.0000,WIN,1574.3031,-30.37
2924,1574.3031,2238.4316,15.7430,1.0000,LOSS,1558.5601,-29.67
2925,1558.5601,2238.4316,15.5856,1.0000,WIN,1574.1457,-30.37
2926,1574.1457,2238.4316,15.7415,1.0000,LOSS,1558.4042,-29.68
2927,1558.4042,2238.4316,15.5840,1.0000,LOSS,1542.8202,-30.38
2928,1542.8202,2238.4316,15.4282,1.0000,WIN,1558.2484,-31.08
2929,1558.2484,2238.4316,15.5825,1.0000,WIN,1573.8308,-30.39
2930,1573.8308,2238.4316,15.7383,1.0000,WIN,1589.5692,-29.69
2931,1589.5692,2238.4316,15.8957,1.0000,WIN,1605.4648,-28.99
2932,1605.4648,2238.4316,16.0546,1.0000,WIN,1621.5195,-28.28
2933,1621.5195,2238.4316,16.2152,1.0000,WIN,1637.7347,-27.56
2934,1637.7347,2238.4316,16.3773,1.0000,WIN,1654.1120,-26.84
2935,1654.1120,2238.4316,16.5411,1.0000,WIN,1670.6532,-26.10
2936,1670.6532,2238.4316,16.7065,1.0000,LOSS,1653.9466,-25.37
2937,1653.9466,2238.4316,16.5395,1.0000,WIN,1670.4861,-26.11
2938,1670.4861,2238.4316,16.7049,1.0000,LOSS,1653.7812,-25.37
2939,1653.7812,2238.4316,16.5378,1.0000,LOSS,1637.2434,-26.12
2940,1637.2434,2238.4316,16.3724,1.0000,LOSS,1620.8710,-26.86
2941,1620.8710,2238.4316,16.2087,1.0000,WIN,1637.0797,-27.59
2942,1637.0797,2238.4316,16.3708,1.0000,WIN,1653.4505,-26.86
2943,1653.4505,2238.4316,16.5345,1.0000,WIN,1669.9850,-26.13
2944,1669.9850,2238.4316,16.6998,1.0000,LOSS,1653.2851,-25.39
2945,1653.2851,2238.4316,16.5329,1.0000,LOSS,1636.7523,-26.14
2946,1636.7523,2238.4316,16.3675,1.0000,LOSS,1620.3848,-26.88
2947,1620.3848,2238.4316,16.2038,1.0000,LOSS,1604.1809,-27.61
2948,1604.1809,2238.4316,16.0418,1.0000,WIN,1620.2227,-28.33
2949,1620.2227,2238.4316,16.2022,1.0000,WIN,1636.4250,-27.62
2950,1636.4250,2238.4316,16.3642,1.0000,WIN,1652.7892,-26.89
2951,1652.7892,2238.4316,16.5279,1.0000,WIN,1669.3171,-26.16
2952,1669.3171,2238.4316,16.6932,1.0000,WIN,1686.0103,-25.42
2953,1686.0103,2238.4316,16.8601,1.0000,LOSS,1669.1502,-24.68
2954,1669.1502,2238.4316,16.6915,1.0000,LOSS,1652.4587,-25.43
2955,1652.4587,2238.4316,16.5246,1.0000,WIN,1668.9833,-26.18
2956,1668.9833,2238.4316,16.6898,1.0000,LOSS,1652.2934,-25.44
2957,1652.2934,2238.4316,16.5229,1.0000,WIN,1668.8164,-26.19
2958,1668.8164,2238.4316,16.6882,1.0000,WIN,1685.5045,-25.45
2959,1685.5045,2238.4316,16.8550,1.0000,LOSS,1668.6495,-24.70
2960,1668.6495,2238.4316,16.6865,1.0000,LOSS,1651.9630,-25.45
2961,1651.9630,2238.4316,16.5196,1.0000,WIN,1668.4826,-26.20
2962,1668.4826,2238.4316,16.6848,1.0000,WIN,1685.1674,-25.46
2963,1685.1674,2238.4316,16.8517,1.0000,WIN,1702.0191,-24.72
2964,1702.0191,2238.4316,17.0202,1.0000,WIN,1719.0393,-23.96
2965,1719.0393,2238.4316,17.1904,1.0000,LOSS,1701.8489,-23.20
2966,1701.8489,2238.4316,17.0185,1.0000,WIN,1718.8674,-23.97
2967,1718.8674,2238.4316,17.1887,1.0000,LOSS,1701.6787,-23.21
2968,1701.6787,2238.4316,17.0168,1.0000,LOSS,1684.6619,-23.98
2969,1684.6619,2238.4316,16.8466,1.0000,LOSS,1667.8153,-24.74
2970,1667.8153,2238.4316,16.6782,1.0000,WIN,1684.4935,-25.49
2971,1684.4935,2238.4316,16.8449,1.0000,LOSS,1667.6485,-24.75
2972,1667.6485,2238.4316,16.6765,1.0000,LOSS,1650.9720,-25.50
2973,1650.9720,2238.4316,16.5097,1.0000,LOSS,1634.4623,-26.24
2974,1634.4623,2238.4316,16.3446,1.0000,LOSS,1618.1177,-26.98
2975,1618.1177,2238.4316,16.1812,1.0000,WIN,1634.2989,-27.71
2976,1634.2989,2238.4316,16.3430,1.0000,WIN,1650.6419,-26.99
2977,1650.6419,2238.4316,16.5064,1.0000,LOSS,1634.1355,-26.26
2978,1634.1355,2238.4316,16.3414,1.0000,LOSS,1617.7941,-27.00
2979,1617.7941,2238.4316,16.1779,1.0000,LOSS,1601.6162,-27.73
2980,1601.6162,2238.4316,16.0162,1.0000,LOSS,1585.6000,-28.45
2981,1585.6000,2238.4316,15.8560,1.0000,WIN,1601.4560,-29.16
2982,1601.4560,2238.4316,16.0146,1.0000,WIN,1617.4706,-28.46
2983,1617.4706,2238.4316,16.1747,1.0000,WIN,1633.6453,-27.74
2984,1633.6453,2238.4316,16.3365,1.0000,LOSS,1617.3088,-27.02
2985,1617.3088,2238.4316,16.1731,1.0000,WIN,1633.4819,-27.75
2986,1633.4819,2238.4316,16.3348,1.0000,LOSS,1617.1471,-27.03
2987,1617.1471,2238.4316,16.1715,1.0000,LOSS,1600.9756,-27.76
2988,1600.9756,2238.4316,16.0098,1.0000,WIN,1616.9854,-28.48
2989,1616.9854,2238.4316,16.1699,1.0000,WIN,1633.1552,-27.76
2990,1633.1552,2238.4316,16.3316,1.0000,LOSS,1616.8237,-27.04
2991,1616.8237,2238.4316,16.1682,1.0000,WIN,1632.9919,-27.77
2992,1632.9919,2238.4316,16.3299,1.0000,WIN,1649.3218,-27.05
2993,1649.3218,2238.4316,16.4932,1.0000,LOSS,1632.8286,-26.32
2994,1632.8286,2238.4316,16.3283,1.0000,WIN,1649.1569,-27.05
2995,1649.1569,2238.4316,16.4916,1.0000,WIN,1665.6485,-26.33
2996,1665.6485,2238.4316,16.6565,1.0000,WIN,1682.3049,-25.59
2997,1682.3049,2238.4316,16.8230,1.0000,WIN,1699.1280,-24.84
2998,1699.1280,2238.4316,16.9913,1.0000,WIN,1716.1193,-24.09
2999,1716.1193,2238.4316,17.1612,1.0000,WIN,1733.2805,-23.33
3000,1733.2805,2238.4316,17.3328,1.0000,LOSS,1715.9477,-22.57
3001,1715.9477,2238.4316,17.1595,1.0000,WIN,1733.1071,-23.34
3002,1733.1071,2238.4316,17.3311,1.0000,LOSS,1715.7761,-22.57
3003,1715.7761,2238.4316,17.1578,1.0000,WIN,1732.9338,-23.35
3004,1732.9338,2238.4316,17.3293,1.0000,WIN,1750.2632,-22.58
3005,1750.2632,2238.4316,17.5026,1.0000,WIN,1767.7658,-21.81
3006,1767.7658,2238.4316,17.6777,1.0000,LOSS,1750.0881,-21.03
3007,1750.0881,2238.4316,17.5009,1.0000,WIN,1767.5890,-21.82
3008,1767.5890,2238.4316,17.6759,1.0000,LOSS,1749.9131,-21.03
3009,1749.9131,2238.4316,17.4991,1.0000,LOSS,1732.4140,-21.82
3010,1732.4140,2238.4316,17.3241,1.0000,LOSS,1715.0899,-22.61
3011,1715.0899,2238.4316,17.1509,1.0000,WIN,1732.2408,-23.38
3012,1732.2408,2238.4316,17.3224,1.0000,LOSS,1714.9183,-22.61
3013,1714.9183,2238.4316,17.1492,1.0000,LOSS,1697.7692,-23.39
3014,1697.7692,2238.4316,16.9777,1.0000,WIN,1714.7469,-24.15
3015,1714.7469,2238.4316,17.1475,1.0000,LOSS,1697.5994,-23.40
3016,1697.5994,2238.4316,16.9760,1.0000,LOSS,1680.6234,-24.16
3017,1680.6234,2238.4316,16.8062,1.0000,WIN,1697.4296,-24.92
3018,1697.4296,2238.4316,16.9743,1.0000,WIN,1714.4039,-24.17
3019,1714.4039,2238.4316,17.1440,1.0000,WIN,1731.5480,-23.41
3020,1731.5480,2238.4316,17.3155,1.0000,WIN,1748.8634,-22.64
3021,1748.8634,2238.4316,17.4886,1.0000,LOSS,1731.3748,-21.87
3022,1731.3748,2238.4316,17.3137,1.0000,LOSS,1714.0611,-22.65
3023,1714.0611,2238.4316,17.1406,1.0000,LOSS,1696.9204,-23.43
3024,1696.9204,2238.4316,16.9692,1.0000,WIN,1713.8897,-24.19
3025,1713.8897,2238.4316,17.1389,1.0000,WIN,1731.0285,-23.43
3026,1731.0285,2238.4316,17.3103,1.0000,WIN,1748.3388,-22.67
3027,1748.3388,2238.4316,17.4834,1.0000,WIN,1765.8222,-21.89
3028,1765.8222,2238.4316,17.6582,1.0000,WIN,1783.4804,-21.11
3029,1783.4804,2238.4316,17.8348,1.0000,LOSS,1765.6456,-20.32
3030,1765.6456,2238.4316,17.6565,1.0000,WIN,1783.3021,-21.12
3031,1783.3021,2238.4316,17.8330,1.0000,LOSS,1765.4691,-20.33
3032,1765.4691,2238.4316,17.6547,1.0000,WIN,1783.1238,-21.13
3033,1783.1238,2238.4316,17.8312,1.0000,WIN,1800.9550,-20.34
3034,1800.9550,2238.4316,18.0096,1.0000,WIN,1818.9646,-19.54
3035,1818.9646,2238.4316,18.1896,1.0000,WIN,1837.1542,-18.74
3036,1837.1542,2238.4316,18.3715,1.0000,WIN,1855.5257,-17.93
3037,1855.5257,2238.4316,18.5553,1.0000,WIN,1874.0810,-17.11
3038,1874.0810,2238.4316,18.7408,1.0000,LOSS,1855.3402,-16.28
3039,1855.3402,2238.4316,18.5534,1.0000,WIN,1873.8936,-17.11
3040,1873.8936,2238.4316,18.7389,1.0000,WIN,1892.6325,-16.29
3041,1892.6325,2238.4316,18.9263,1.0000,LOSS,1873.7062,-15.45
3042,1873.7062,2238.4316,18.7371,1.0000,LOSS,1854.9691,-16.29
3043,1854.9691,2238.4316,18.5497,1.0000,LOSS,1836.4194,-17.13
3044,1836.4194,2238.4316,18.3642,1.0000,LOSS,1818.0553,-17.96
3045,1818.0553,2238.4316,18.1806,1.0000,LOSS,1799.8747,-18.78
3046,1799.8747,2238.4316,17.9987,1.0000,WIN,1817.8734,-19.59
3047,1817.8734,2238.4316,18.1787,1.0000,LOSS,1799.6947,-18.79
3048,1799.6947,2238.4316,17.9969,1.0000,LOSS,1781.6978,-19.60
3049,1781.6978,2238.4316,17.8170,1.0000,LOSS,1763.8808,-20.40
3050,1763.8808,2238.4316,17.6388,1.0000,WIN,1781.5196,-21.20
3051,1781.5196,2238.4316,17.8152,1.0000,WIN,1799.3348,-20.41
3052,1799.3348,2238.4316,17.9933,1.0000,WIN,1817.3281,-19.62
3053,1817.3281,2238.4316,18.1733,1.0000,WIN,1835.5014,-18.81
3054,1835.5014,2238.4316,18.3550,1.0000,LOSS,1817.1464,-18.00
3055,1817.1464,2238.4316,18.1715,1.0000,WIN,1835.3179,-18.82
3056,1835.3179,2238.4316,18.3532,1.0000,WIN,1853.6711,-18.01
3057,1853.6711,2238.4316,18.5367,1.0000,WIN,1872.2078,-17.19
3058,1872.2078,2238.4316,18.7221,1.0000,LOSS,1853.4857,-16.36
3059,1853.4857,2238.4316,18.5349,1.0000,WIN,1872.0205,-17.20
3060,1872.0205,2238.4316,18.7202,1.0000,WIN,1890.7407,-16.37
3061,1890.7407,2238.4316,18.9074,1.0000,LOSS,1871.8333,-15.53
3062,1871.8333,2238.4316,18.7183,1.0000,LOSS,1853.1150,-16.38
3063,1853.1150,2238.4316,18.5312,1.0000,WIN,1871.6462,-17.21
3064,1871.6462,2238.4316,18.7165,1.0000,LOSS,1852.9297,-16.39
3065,1852.9297,2238.4316,18.5293,1.0000,LOSS,1834.4004,-17.22
3066,1834.4004,2238.4316,18.3440,1.0000,LOSS,1816.0564,-18.05
3067,1816.0564,2238.4316,18.1606,1.0000,LOSS,1797.8958,-18.87
3068,1797.8958,2238.4316,17.9790,1.0000,LOSS,1779.9169,-19.68
3069,1779.9169,2238.4316,17.7992,1.0000,LOSS,1762.1177,-20.48
3070,1762.1177,2238.4316,17.6212,1.0000,WIN,1779.7389,-21.28
3071,1779.7389,2238.4316,17.7974,1.0000,WIN,1797.5363,-20.49
3072,1797.5363,2238.4316,17.9754,1.0000,WIN,1815.5116,-19.70
3073,1815.5116,2238.4316,18.1551,1.0000,WIN,1833.6667,-18.89
3074,1833.6667,2238.4316,18.3367,1.0000,LOSS,1815.3301,-18.08
3075,1815.3301,2238.4316,18.1533,1.0000,LOSS,1797.1768,-18.90
3076,1797.1768,2238.4316,17.9718,1.0000,WIN,1815.1485,-19.71
3077,1815.1485,2238.4316,18.1515,1.0000,LOSS,1796.9971,-18.91
3078,1796.9971,2238.4316,17.9700,1.0000,WIN,1814.9670,-19.72
3079,1814.9670,2238.4316,18.1497,1.0000,LOSS,1796.8174,-18.92
3080,1796.8174,2238.4316,17.9682,1.0000,WIN,1814.7855,-19.73
3081,1814.7855,2238.4316,18.1479,1.0000,LOSS,1796.6377,-18.93
3082,1796.6377,2238.4316,17.9664,1.0000,WIN,1814.6041,-19.74
3083,1814.6041,2238.4316,18.1460,1.0000,WIN,1832.7501,-18.93
3084,1832.7501,2238.4316,18.3275,1.0000,LOSS,1814.4226,-18.12
3085,1814.4226,2238.4316,18.1442,1.0000,LOSS,1796.2784,-18.94
3086,1796.2784,2238.4316,17.9628,1.0000,LOSS,1778.3156,-19.75
3087,1778.3156,2238.4316,17.7832,1.0000,WIN,1796.0987,-20.56
3088,1796.0987,2238.4316,17.9610,1.0000,WIN,1814.0597,-19.76
3089,1814.0597,2238.4316,18.1406,1.0000,WIN,1832.2003,-18.96
3090,1832.2003,2238.4316,18.3220,1.0000,WIN,1850.5223,-18.15
3091,1850.5223,2238.4316,18.5052,1.0000,WIN,1869.0276,-17.33
3092,1869.0276,2238.4316,18.6903,1.0000,LOSS,1850.3373,-16.50
3093,1850.3373,2238.4316,18.5034,1.0000,WIN,1868.8407,-17.34
3094,1868.8407,2238.4316,18.6884,1.0000,WIN,1887.5291,-16.51
3095,1887.5291,2238.4316,18.8753,1.0000,WIN,1906.4043,-15.68
3096,1906.4043,2238.4316,19.0640,1.0000,LOSS,1887.3403,-14.83
3097,1887.3403,2238.4316,18.8734,1.0000,WIN,1906.2137,-15.68
3098,1906.2137,2238.4316,19.0621,1.0000,WIN,1925.2758,-14.84
3099,1925.2758,2238.4316,19.2528,1.0000,WIN,1944.5286,-13.99
3100,1944.5286,2238.4316,19.4453,1.0000,WIN,1963.9739,-13.13
3101,1963.9739,2238.4316,19.6397,1.0000,WIN,1983.6136,-12.26
3102,1983.6136,2238.4316,19.8361,1.0000,WIN,2003.4498,-11.38
3103,2003.4498,2238.4316,20.0345,1.0000,WIN,2023.4843,-10.50
3104,2023.4843,2238.4316,20.2348,1.0000,WIN,2043.7191,-9.60
3105,2043.7191,2238.4316,20.4372,1.0000,WIN,2064.1563,-8.70
3106,2064.1563,2238.4316,20.6416,1.0000,WIN,2084.7979,-7.79
3107,2084.7979,2238.4316,20.8480,1.0000,WIN,2105.6458,-6.86
3108,2105.6458,2238.4316,21.0565,1.0000,LOSS,2084.5894,-5.93
3109,2084.5894,2238.4316,20.8459,1.0000,LOSS,2063.7435,-6.87
3110,2063.7435,2238.4316,20.6374,1.0000,LOSS,2043.1061,-7.80
3111,2043.1061,2238.4316,20.4311,1.0000,LOSS,2022.6750,-8.73
3112,2022.6750,2238.4316,20.2267,1.0000,WIN,2042.9017,-9.64
3113,2042.9017,2238.4316,20.4290,1.0000,WIN,2063.3308,-8.74
3114,2063.3308,2238.4316,20.6333,1.0000,LOSS,2042.6974,-7.82
3115,2042.6974,2238.4316,20.4270,1.0000,LOSS,2022.2705,-8.74
3116,2022.2705,2238.4316,20.2227,1.0000,LOSS,2002.0478,-9.66
